token;web;address;telegram;twitter
KRAK BRC;https://coinranking.com/coin/0O7kgkxFT+krakbrc-krak;['bitcoin/3360639'];;@Krakker420
XTRA;https://coinranking.com/coin/h5sWIuAq3+xtra-xtra;['bitcoin/2346454'];;@ExtraordinalBTC
NGMI;https://coinranking.com/coin/EYtAXvBjb+ngmi-ngmi;['bitcoin/360389'];;
PGPG;https://coinranking.com/coin/EKifv2qNg+pgpg-pgpg;['bitcoin/3151092'];;@PGPG8888
PHAT;https://coinranking.com/coin/2CYWkffis+phat-phat;['bitcoin/1862147'];;
YUGE;https://coinranking.com/coin/zO7vobMKU+yuge-yuge;['bitcoin/1988660'];;
MAGA;https://coinranking.com/coin/0HEesXcp7+maga-maga;['bitcoin/375682'];;@MAGA_BRC20
JPEG;https://coinranking.com/coin/ZRk4RncDe+jpeg-jpeg;['bitcoin/392543'];;@JPEGbrc20
OSPY BRC;https://coinranking.com/coin/0LqIQEokq+ospybrc-ospy;['bitcoin/4325007'];;@OrdSpy
TRVN;https://coinranking.com/coin/7CUUf6Pttaq+trvn-trvn;['bitcoin/5719281'];;@TrVon
Bit Puf Mechs;https://coinranking.com/coin/MPkWyh6Lu+bitpufmechs-bpmx;['bitcoin/10046538'];;@PufDAO
10MM;https://coinranking.com/coin/MNhx4mXdq+10mm-10mm;['bitcoin/9990493'];;
BKSY;https://coinranking.com/coin/kpnvYPbZj+bksy-bksy;['bitcoin/7008309'];;@qrategallery
Melon;https://coinranking.com/coin/NaCPqF4GJ+melon-mlns;['bitcoin/9705950'];;@meloncoineth
OMBT;https://coinranking.com/coin/1HGVXiKYN+ombt-ombt;['bitcoin/9892873'];;@OrdinalMyth
PUSY;https://coinranking.com/coin/nOgKBEaPF7+pusy-pusy;['bitcoin/3721231'];;@pusy_brc20
NOCE;https://coinranking.com/coin/gsPX_1Plb+noce-noce;['bitcoin/2128100'];;@noce_brc20
SatsSwapBRC;https://coinranking.com/coin/Y1qv0-AFN+satsswapbrc-sssp;['bitcoin/5722605'];SatsSwapEH;@SatsSwapBRC
Orange;https://coinranking.com/coin/FH9THi5fV+orange-orng;['bitcoin/4141581'];;@Orange_Brc20
BRDX;https://coinranking.com/coin/TY7pdpK5L+brdx-brdx;['bitcoin/9958077'];;@breadmemecoin
Eric's Orb;https://coinranking.com/coin/3P3WRA3Tn+ericsorb-eorb;['bitcoin/9950800'];;@orb_land
BIBI BRC;https://coinranking.com/coin/qFWKMA_Ce+bibibrc-bibi;['bitcoin/1605135'];;@BIBI_Foundation
TARO;https://coinranking.com/coin/8_40u9neT+taro-taro;['bitcoin/396709'];;
LAND BRC;https://coinranking.com/coin/gNlMiKYmi+landbrc-land;['bitcoin/394022'];;@land_brc20
H00D;https://coinranking.com/coin/EhYr8dHCTM+h00d-h00d;['bitcoin/7371477'];;@Hoodie_Gang_BTC
RYLD;https://coinranking.com/coin/huce7bTOiO+ryld-ryld;['bitcoin/7086860'];;@0XCLman
OSOV;https://coinranking.com/coin/drUdbdrMy4+osov-osov;['bitcoin/3747068'];;@SovrynBTC
BXRD;https://coinranking.com/coin/HFoi9YVrk1d+bxrd-bxrd;['bitcoin/7030755'];;@BXRDZ_
MESI;https://coinranking.com/coin/uBCOlPfqUN+mesi-mesi;['bitcoin/2666023'];;@MesiBRC20
D3VL;https://coinranking.com/coin/PWtJ7GFreeH+d3vl-d3vl;['bitcoin/8328400'];;@D3vlB17022
WESC;https://coinranking.com/coin/ZN-FlAMOub+wesc-wesc;['bitcoin/4582624'];;@CryptoApprenti1
OEGG;https://coinranking.com/coin/xy0iM50Sm+oegg-oegg;['bitcoin/7255265'];;@OrdinalEggs
JSON;https://coinranking.com/coin/siLhpJS5L_+json-json;['bitcoin/398116'];;
BCDB BRC;https://coinranking.com/coin/Ww9Y22kRFW+bcdbbrc-bcdb;['bitcoin/6205803', 'bitcoin/2a9adeacad943a98aa75265fd098c70be66266a3edbc896e0d5a98a4e3916d60i0'];;@BTC_Dickbutts
Jake;https://coinranking.com/coin/vMki72Sx4+jake-jake;['bitcoin/881859'];;@jakegallen_?lang=en
KBRC;https://coinranking.com/coin/w17SybPyKS+kbrc-kbrc;['bitcoin/7113382'];;@brcchain_io
BAVO;https://coinranking.com/coin/InO_9ORBm+bavo-bavo;['bitcoin/10622508'];;@bravorev
BXDX;https://coinranking.com/coin/lajpRvQt7+bxdx-bxdx;['bitcoin/6204143'];+dAfQrta0lfI0ODk8;@BitX_Brc20
FRAM;https://coinranking.com/coin/yM0qMQc-w+fram-fram;['bitcoin/10321318'];;@FramBRC20
OrdiChains;https://coinranking.com/coin/H_W6-cbJF+ordichains-0ich;['bitcoin/6852946'];;@OrdiChains
META BRC;https://coinranking.com/coin/NekMzhxC_+metabrc-mxrc;['bitcoin/9692515'];;@metabrc
PSAT;https://coinranking.com/coin/-hHNJCPZj+psat-psat;['bitcoin/5305078'];;@SatoshiPunksNFT
YARI;https://coinranking.com/coin/gJh2NiXfG+yari-yari;['bitcoin/3189278'];;
X22X;https://coinranking.com/coin/wo209nXOV+x22x-x22x;['bitcoin/11099029'];;
AOMC;https://coinranking.com/coin/rmfV7sSsF+aomc-aomc;['bitcoin/10820153'];;@BRCgigabrain
SAKO;https://coinranking.com/coin/kwkGzYg4gG+sako-sako;['bitcoin/4849665'];;@SakoFinance
BASE BRC;https://coinranking.com/coin/oLXsoLRwI+basebrc-base;['bitcoin/390407', 'bitcoin/14e181be6faa8ef0f666ca52fe980fe25e9a28394a2abbeea57a9c1ba288f37di0'];;@Basesol_NFT
WAP;https://coinranking.com/coin/9Uy7OozX-+wap-wap;['bitcoin/2346356'];;@swapBRC20
OrdinalsMiner;https://coinranking.com/coin/A7zU6zu1H+ordinalsminer-ormi;['bitcoin/7807478'];;@OrdMiner_BRC20
Sat Army;https://coinranking.com/coin/HmQ6uSUrs+satarmy-samy;['bitcoin/11051805'];;@OrdiSat_io
YKYK;https://coinranking.com/coin/dCW1uLHfQ+ykyk-ykyk;['bitcoin/1670060'];;
WASS;https://coinranking.com/coin/N002Mxp5-+wass-wass;['bitcoin/986890'];;
FAKE;https://coinranking.com/coin/lOs4jo-M3+fake-fake;['bitcoin/358611'];;
WANG;https://coinranking.com/coin/i8KzZNX02+wang-wang;['bitcoin/359264', 'bitcoin/5adad017da810fa9de25c24c19614ad3c79d607689236c9e23b5856951d179cai0'];;
IONS;https://coinranking.com/coin/VB2O0d-_w+ions-ions;['bitcoin/3068677'];;
0THS;https://coinranking.com/coin/B08oifXJM+0ths-0ths;['bitcoin/11294703'];;
OICH;https://coinranking.com/coin/Rfw6jGUeE+oich-oich;[];ORDICHAINSCOMMUNITY;@OrdiChains
recc.ordi;https://coinranking.com/coin/Pa8XlS2cm+reccordi-recc;[];;@Tomorrow6589546
The Ordinals Club;https://coinranking.com/coin/cBxyT7P_R+theordinalsclub-btoc;[];;@TheOrdinalsClub
XBTG;https://coinranking.com/coin/vgOJ82bHd+xbtg-xbtg;[];;@gOrdinals
AKEY;https://coinranking.com/coin/jGrZB3hsWY+akey-akey;[];;@UniBtcOfficial
ROBI;https://coinranking.com/coin/FLnF_iAQNfuo+robi-robi;[];;@OrdinalRobots
FRVR;https://coinranking.com/coin/VTmCRYLtc+frvr-frvr;[];;@OrdinalDiamonds
BGMS;https://coinranking.com/coin/t6J9rXfVQ+bgms-bgms;[];;@MiningSpaceFOMO
JAME;https://coinranking.com/coin/ke9WBZbBb+jame-jame;[];;@Edohigan_NW
PLOT;https://coinranking.com/coin/PMvsEeQNx+plot-plot;[];;@bitplots
LGER;https://coinranking.com/coin/j8Um-XBiY+lger-lger;[];;@LedgerlandOrg
Ordmint;https://coinranking.com/coin/46zZNGgu4+ordmint-ormm;[];;@OrdmintAPP
Recursive Doodinals;https://coinranking.com/coin/dSBhvF66h+recursivedoodinals-rcsv;[];;@rcsvio
Big Mouth Token;https://coinranking.com/coin/Tc6lIjKJy+bigmouthtoken-bigm;[];BigM_Token;@BigM_Token
SHOEBILL;https://coinranking.com/coin/wztnzuPvQ+shoebill-shbl;[];;@shoebillmeme
SAYC;https://coinranking.com/coin/eQEUsX-jX+sayc-sayc;[];;@SAYCBot
SLIX;https://coinranking.com/coin/KAm4l5VHX+slix-slix;[];;@SLIX_BRC20
EDEN;https://coinranking.com/coin/0Bd9uHRDp+eden-eden;[];;@fromtwo1two
XAI;https://coinranking.com/coin/xgyWHsB9c+xai-xai;[];;@xai
XCOM;https://coinranking.com/coin/ODhCM5Gyi+xcom-xcom;[];;@XcomBrc20
BRC-20 NAME SERVICE;https://coinranking.com/coin/OAoHZLPS_+brc-20nameservice-btns;[];;@BRC20_Domain
OOOOrdinals;https://coinranking.com/coin/IFloHbPAA+oooordinals-mars;[];;@Mars_BRC20
21MM;https://coinranking.com/coin/zNxxRq1F-+21mm-21mm;[];;@21MMofficial
TEXO BRC;https://coinranking.com/coin/YwiCFaoyq+texobrc-texo;[];;@TEXObrc20
OpenPad;https://coinranking.com/coin/nY2d5b6cY+openpad-opnp;[];OpenPadGM;
In Bitcoin We Trust;https://coinranking.com/coin/eECPalx7K+inbitcoinwetrust-ibwt;[];;
Wrapped Ethereum BRC;https://coinranking.com/coin/m-nflHQF1+wrappedethereumbrc-weth;['bitcoin/43d282d9c04600f70798ff4129e999ffa22c54f357ef4598b8d0eafca7c41373i0'];;@Weth_brc20
EVLV BRC;https://coinranking.com/coin/xGy6w6gCH+evlvbrc-evlv;[];;
STST BRC;https://coinranking.com/coin/bPd3nibDwz+ststbrc-stst;[];ststbrc20;@satsatstst
TRVS BRC;https://coinranking.com/coin/XY7u-nD2BR+trvsbrc-trvs;[];;@traverse_io
BMYX DRC;https://coinranking.com/coin/bAjOXMWeL+bmyxdrc-bmyx;[];;
SYMM BRC;https://coinranking.com/coin/vIDgsq8mm+symmbrc-symm;['bitcoin/49cbc5cbac92cf917dd4539d62720a3e528d17e22ef5fc47070a17ec0d3cf307i0'];;
BRGE BRC;https://coinranking.com/coin/H2mXQg3cY+brgebrc-brge;['bitcoin/45032a6f9e3ce91f74305d657f6b20de2048ff73894f4301d7399e5665bb43a3i0'];;
IBIT BRC;https://coinranking.com/coin/02RvEj5Gq+ibitbrc-ibit;['bitcoin/c305adfa71eb43e5ead7e4a01c439051b5af901ce9d41beec2614aa3fc9a1d8ci0'];IBIT_CN;@ibit_brc20
CN66 BRC;https://coinranking.com/coin/7XcxlhRE7+cn66brc-cn66;['bitcoin/5b50953b6d5028a9406abf69123d5247bedd8aa0ffe521113a47627151dc4a7fi0'];;@CN66BTC
ONFI BRC;https://coinranking.com/coin/SQPBiM8LNw+onfibrc-onfi;['bitcoin/39fe01e71ea639040eb0e7c3d2f4ce5d18128e44b5516fbc5540381a07a344b0i0'];;@Ordinfinity
PPLM BRC;https://coinranking.com/coin/sAEPWaoiP+pplmbrc-pplm;['bitcoin/edbdc8f292129cb8804775a37c3161604a3b7d5e3adc2135c53b22c1b3ac2d68i0'];;
GROK BRC;https://coinranking.com/coin/a_1_yVjFy+grokbrc-grok;['bitcoin/1d7810e48d46f2b412e1dcb99e745868051b4fa47ec75b802cc4dd1c95565358i0'];;@brc20grokcn
HONK BRC;https://coinranking.com/coin/pO1ul9M_i+honkbrc-honk;['bitcoin/3c2c51105042578f3c4449459eec0f4491acc39584aa6b1942de984b3a9b786ai0'];;@brc20honk
SQTS BRC;https://coinranking.com/coin/_1eBYyaTj+sqtsbrc-sqts;['bitcoin/8bb60d354a8eb623f590aa218ccb3e8bba4fc06fd99f800fc987457ad662b6fei0'];;@Ryoshiuni
DFSN BRC;https://coinranking.com/coin/oN2lBHq7mB+dfsnbrc-dfsn;['bitcoin/f7abbdf89fdaeec4658a0f2568c4e1a40f6a625316e8864face81f617b3d5525i0'];;@DFSN_BRC20
OM13 BRC;https://coinranking.com/coin/Xe1GR39dn+om13brc-om13;['bitcoin/f93b8bd8597c16871e3b9d4b9177121047f88fe038c01adfb7746f5b832272a7i0'];;
NOST BRC;https://coinranking.com/coin/Ia87ryavL+nostbrc-nost;['bitcoin/6dd384b04d49e9ad35e7d44be7ccbb8dfed250f793cb910e0aad435a610d4292i0'];;
UPUP BRC;https://coinranking.com/coin/k-Su5dD15+upupbrc-upup;['bitcoin/d9275da4270df1f47051b798e5bba857fe83dfecd67ce2446d50f4f01666b220i0'];;
POWP BRC;https://coinranking.com/coin/un6z8cwzS+powpbrc-powp;['bitcoin/f7990a173962ef46e3d9929e4486727dda2676093425c7618331ae2bfa7fe55ei0'];;
FBTC BRC;https://coinranking.com/coin/dj4J7owM9+fbtcbrc-fbtc;['bitcoin/8a19c5bb466962c853d1e6a73c2757856b366f9e36c392952cc4654f08c21f33i0'];;@FBTC_brc20
DOGS BRC;https://coinranking.com/coin/aGjVmKmOS+dogsbrc-dogs;['bitcoin/b86d1143a1fb471c791be92fd359ac16be8317eb427c2d1cb0d760c17df3d864i0'];;@dogs_brc20_
REON BRC;https://coinranking.com/coin/ytHVJPm5S+reonbrc-reon;['bitcoin/480da03d7bb10ec468c47157800781252cf1bc7945b7abd12babd20e4f5325e6i0'];;@ReadOnMe3
NODE BRC;https://coinranking.com/coin/fU4DWTU9t+nodebrc-node;['bitcoin/1b184dfc6f69f1720ae8812de620ed8340061b1438dc595b9cde2c18afa37ad1i0'];;@Brc20Node
AISN BRC;https://coinranking.com/coin/6ilF3zs81+aisnbrc-aisn;['bitcoin/d8ea224d4ef6903dc69a58913072b66de126570137b55776dc57e660443fe92bi0'];;@Brc20_Leader
FARM BRC;https://coinranking.com/coin/T8wi7KUk8+farmbrc-farm;['bitcoin/8d10e600ea66a51bbb5af34bbf37f14e99b4509147fe18557ee6f1b647ed0eaai0'];;@BRC20_FARM
ZOOA BRC;https://coinranking.com/coin/n5euTRCkc+zooabrc-zooa;['bitcoin/3aa669068566509e23cfa9be959166283dba49e1bfc9277731c9db15409f24f1i0'];;@Zoopia_Staking
8888 BRC;https://coinranking.com/coin/eBCBEBh99+8888brc-8888;['bitcoin/af2c0bb9ad74ddb3beb0aea59a38309aa01f8aee2e8b2af80409910748896ac3i0'];;
ETAI BRC;https://coinranking.com/coin/P__FHBRx2+etaibrc-etai;['bitcoin/f46a623a370d8e7a224084a9482e49bd47779899ee74df558d90f973d41bfcbbi0'];;@ETAI_BRC20
CHTH BRC;https://coinranking.com/coin/5uLAf6eAb+chthbrc-chth;['bitcoin/27b0e5b7a2655131d7031a88b7d25662b58150e41eed5acd4c9001dcb10c598fi0'];;
D888 BRC;https://coinranking.com/coin/m5suubhNe+d888brc-d888;['bitcoin/235fd1529476336665537f73f38097bcd9c40a04b68fad1bedf378920a1f0030i0'];;
BETF BRC;https://coinranking.com/coin/uOsOosh2x+betfbrc-betf;['bitcoin/b32be16effcf3d68fa2af8e77702ce0736e7b5fd41f0bbfbfac5598d369de9cci0'];;@BETF_BRC20
1024 BRC;https://coinranking.com/coin/LFgLieRSQ+1024brc-1024;['bitcoin/70adb5924496e1a925cd84a35b37d775587079fddb8ac9b49e19241226c5111di0'];;
BERU BRC;https://coinranking.com/coin/BOfHI-gwR+berubrc-beru;['bitcoin/f72074e739040ed7ecc72594ba8319fa2192b5c6790faec6c8ada3decef05330i0'];;@BeruProtoc5597
FOUR BRC;https://coinranking.com/coin/Tm8T2ryhn+fourbrc-four;['bitcoin/f244a23eb40c63d0806f3fa2ef0b0bcf9393ef11836744dce3e902249afbd61bi0'];;@BTC_Four
CORE BRC;https://coinranking.com/coin/ugtz-y1i9+corebrc-core;['bitcoin/757638545a6c759911b97a5e5a40ea1bb64722c2363e184793760649592a0f18i0'];;
MOTO BRC;https://coinranking.com/coin/Bam7255YQ+motobrc-moto;['bitcoin/f25deb8ba28c05d3500a40b64a68c5858391d9e56a033f20d0acdd1854e296c1i0'];;@TheMOTOorg
ETFS BRC;https://coinranking.com/coin/7qHtd9DdM+etfsbrc-etfs;['bitcoin/1ec4ed2de52117eafa0cf9b49ca1de9ba748bfacc0c6d382653c8b035cf43af8i0'];;
KING BRC;https://coinranking.com/coin/cu22-5CT2+kingbrc-king;['bitcoin/0801d7b108c6607aee7062b8a49a9236317434bd199b38ebcfe50e1b0f17b931i0'];;
PEZA BRC;https://coinranking.com/coin/fG4satDGZ+pezabrc-peza;['bitcoin/651912fa3bebb69632b4d2aaa5c836af9a6354d7c1b3a3e80e1036e656075f7ei0'];;
WINE BRC;https://coinranking.com/coin/JsWsRcfje+winebrc-wine;['bitcoin/367203e0f76b8bf64a3ff81a58f01dfcfe63489a6d882e8632adf35f83e5ce59i0'];;
CULA BRC;https://coinranking.com/coin/N6NRW4CFBWV+culabrc-cula;['bitcoin/50ddaa156c770c015066555e3cd1edd2b91441b8e01d5b152eb57980e15d1a79i0'];;@CulaBrc20
NAKA BRC;https://coinranking.com/coin/FCerQ9ktx+nakabrc-naka;['bitcoin/528e266061c8c34582a1a635d9e1c1f55fb34db301f3187fdfae15f44a94e2a5i0'];;
BATS BRC;https://coinranking.com/coin/qsZjFTtlJ+batsbrc-bats;['bitcoin/d221cba6034b6766bc18103e0a2080e6bac6269c5dabaebbbbf81323571347fbi0'];;@BATS_BRC20
OPEN BRC;https://coinranking.com/coin/zE5M2TZRP+openbrc-open;['bitcoin/c86025b6381d13c655aa3ed9da79ed2b59c2344cc5069bbbe2ed26b37c1477d1i0'];;@OpenBrc_io
INUS BRC;https://coinranking.com/coin/EtQlsDPmH+inusbrc-inus;['bitcoin/a9795465c55813ae4e0ff864b6305f57bc9b8bd1dd4c28bd312769ed99f3232bi0'];;
DOGI BRC;https://coinranking.com/coin/pNwvRKp-1+dogibrc-dogi;['bitcoin/e969e54ab9bbc4cfe19c0943a9900fef5627bdf99e30c740c9879d05343e586fi0'];;
SWIP BRC;https://coinranking.com/coin/asu8cTQXk+swipbrc-swip;['bitcoin/d04d9247779f278f7d06115dbe881c7028a89ff811a96d53bd6711404c1c3eaai0'];;
STXS BRC;https://coinranking.com/coin/1wdkFZ-Ad+stxsbrc-stxs;['bitcoin/7ae4e02dfb7f49c054c58fd4fbb9a44e98835532943b0914b9968940f7796500i0'];;@stx20stacks
RARE BRC;https://coinranking.com/coin/lBXCZSHpM+rarebrc-rare;['bitcoin/540325361cf8bea427f72e30f2edee31373d6398cf8473ee332f0cbacf504b20i0'];;
DOPE BRC;https://coinranking.com/coin/mtkEGx8H_+dopebrc-dope;['bitcoin/5a42c1f31c9a4d849a13afaef12783dc39551b0878810da8d98e5b6cf4a14daci0'];;@jennifer_rr5211
DEPI BRC;https://coinranking.com/coin/_ImwQ2-cw+depibrc-depi;['bitcoin/456a6992fd94a3eed11c6fae89e9af133a9e6d91f79d12068fa50151f2873195i0'];;
NASA BRC;https://coinranking.com/coin/Z9RG7sCmw+nasabrc-nasa;['bitcoin/81fe1b61748e986102711390e315e2556ac55f5d317f2c7d738ee2415f52d4f1i0'];;
CHAT BRC;https://coinranking.com/coin/Ecfv-ACLL+chatbrc-chat;['bitcoin/a708d263617e29dce10912623988114af9d962607626b6834191a886e447dec3i0'];;
KISS BRC;https://coinranking.com/coin/mW6gb2tPU+kissbrc-kiss;['bitcoin/a270c180b66c1f78021f6986cc496f2d7c5624009c2b491194ca61dbffb99133i0'];;
REKT BRC;https://coinranking.com/coin/Fqa2DJ8ke+rektbrc-rekt;['bitcoin/9d0f9e08f9d6332f8e15bb0b53c73a1d86db6ec42e599094baad811a31920796i0'];;
INJS BRC;https://coinranking.com/coin/kQklvmxAu+injsbrc-injs;['bitcoin/5252b88fea3fddd5fda9ab123c7c7bb430bdb7e30e97935f4b2960ca3c78175ei0'];;
BLUR BRC;https://coinranking.com/coin/gax1M99Bv+blurbrc-blur;['bitcoin/4a7772364b2c280cd89d432e3822b8ec2745508d98e686dd92ae3f01a7d80ad4i0'];;@blur_Singapore
BOSS BRC;https://coinranking.com/coin/3xz2uXDKu+bossbrc-boss;['bitcoin/20b5a57ca616c80b6e7baf2a01389c82c23a45e94469c8f5e36902c066629b35i0'];;@Brc20Boss
CASE BRC;https://coinranking.com/coin/KW3Wo3GAC+casebrc-case;['bitcoin/ffd938096edf4aa682316a7b8aa525b93c915eaa04e545932268d3c66a0d8ae7i0'];;
BRCS BRC;https://coinranking.com/coin/pJw8D1avo+brcsbrc-brcs;['bitcoin/7ee64934b7c48ae57e77ff312d432a1b963707cad645c5e8c5da49f740a8cd1bi0'];;
ONIO BRC;https://coinranking.com/coin/jBoGjlQrK+oniobrc-onio;['bitcoin/a489882e54760f63c026feccefad1ca5fc9e65945267b9d42dd3067a3e21a54di0'];;
APNK BRC;https://coinranking.com/coin/1zrGBoDaQj+apnkbrc-apnk;['bitcoin/d5bff74b58d2e0389a248bfea0f7066d604710a3c1d95a9d50e2845b04e6bfcbi0'];;@APNK_Brc20
TREE BRC;https://coinranking.com/coin/aWMyfElHm+treebrc-tree;['bitcoin/913e9bfc558aa0a211bc3a0c7596b6ccea419269257ddbd52baf09c82f9dc2d2i0'];;@TREEBRC20
ETHI BRC;https://coinranking.com/coin/rwP5Fo7eR+ethibrc-ethi;['bitcoin/e7cf4051f7d7a7e191cf88f8f1d492be1f3aa6bb2f16791eaca6b0135b8efb07i0'];;@BRC20_ethi
XMAS BRC;https://coinranking.com/coin/TQutfAnWo+xmasbrc-xmas;['bitcoin/3d1e4dd55ee6ba0209a517e7a6a7c9379c0b4f644fee9bd0c91f5b553982f74di0'];;
OPNX BRC;https://coinranking.com/coin/XhshTMoc0+opnxbrc-opnx;['bitcoin/2e592f47618afdde977d6d5d97fb0f3e12fe8de45057e243940c6948484bdb26i0'];;
FFAN BRC;https://coinranking.com/coin/tEkwWjLA5+ffanbrc-ffan;['bitcoin/ce0ca59f230ab568a366a5b26ae349a04479551946bc55f2fb2a2dd908bdf03ai0'];;
PESO BRC;https://coinranking.com/coin/zytWE_uHi+pesobrc-peso;['bitcoin/fc6ecbb54b2a81e4440a61d58023e9ef841c29a18ea85adc6bfed7e6fcb9b969i0'];;
OMNI BRC;https://coinranking.com/coin/rzjzpldXp+omnibrc-omni;['bitcoin/3e54c9f4b06c77a21b1bd09c07bf0a78c69aeb24edc5fb8e85eced26ff7f0314i0'];;
AGER BRC;https://coinranking.com/coin/bGeP8dJM2+agerbrc-ager;['bitcoin/adb74a543258509672c366737af1b3a30dbdd918cb1f8aa0ecc2996807a7d177i0'];;@HoneyBadger_Brc
TEXT BRC;https://coinranking.com/coin/QABreksR8+textbrc-text;['bitcoin/487f09b2597021df2cdcbc29bee3e10868bd3c78b3db7f65d097a87c07bc4c6bi0'];;@TextBrc
LOVE BRC;https://coinranking.com/coin/YM9CtIyPl+lovebrc-love;['bitcoin/d6c93eb380a6b266fd8b71aea7fac4af8c7179f97fe81fba7ea06139e7a6a77ci0'];;
STK1 BRC;https://coinranking.com/coin/QdiXvUU2U+stk1brc-stk1;['bitcoin/49bb631eb9b7d95dc4dc4177c099605129d09479cbd25b47beb6ef537bddfa33i0'];;
AVAV BRC;https://coinranking.com/coin/KJv9BezOO+avavbrc-avav;['bitcoin/0dbd0b4c17d2281323fa088cb0f17872bb2ed9e66956aa550ecc4b90a077035ci0'];;
DIDS BRC;https://coinranking.com/coin/mxyEN5naf5+didsbrc-dids;['bitcoin/be0b9aeb3e75d8c6dc01a70a4ec4a9fbe1acea47428099ca15b800d18b62e83ei0'];;
FOXS BRC;https://coinranking.com/coin/yScW2_THT+foxsbrc-foxs;['bitcoin/d131825e041669e461d18ca80801d99d1ce6c4577dbfa4416a4d331eacc69e7ai0'];;@FOXsBRC20
ORDL BRC;https://coinranking.com/coin/yFTnuNHcp+ordlbrc-ordl;['bitcoin/082d7fd82ae57752f68de64f4cfc84ccb685b552b05e5453cb84aef6523bf00bi0'];;
RUNE BRC;https://coinranking.com/coin/hpqo_cVKi+runebrc-rune;['bitcoin/981d1702007dd51548ebfe2fcfa7e1e47c1ab57545da99bafcb2564640863f1ei0'];;@rune_brc20
ALEX BRC;https://coinranking.com/coin/_wg9Zfgnk+alexbrc-alex;['bitcoin/b3609078a1af6c11755954a90f0e76f71ff8975d93f28a610698e2a9e8a0d476i0'];;
COOL BRC;https://coinranking.com/coin/gx1Ep-KJp+coolbrc-cool;['bitcoin/https://unisat.io/inscription/e17191a995d8497f836e2dd3d20b5c82c98388f0f7da7e031a91ad780d5b9b29i0'];;
NUDE BRC;https://coinranking.com/coin/V1l9_2Jpb+nudebrc-nude;['bitcoin/99d079ca42d38e108c8b8ff2551aa758152403939434660def5aa4df030622a6i0'];;
PLXX BRC;https://coinranking.com/coin/1TwXjehMu+plxxbrc-plxx;['bitcoin/e988a0146622c424d705995fe62eeede9eb03e19671eb7333148d13dadc43b51i0'];;
1111 BRC;https://coinranking.com/coin/FxqlTX9AA+1111brc-1111;['bitcoin/4f784f39a4b888c7538f7abbe259fe07c37e04c99a7384b4dad382c6b0d3d271i0'];;
DATA BRC;https://coinranking.com/coin/AJPmgp67O+databrc-data;['bitcoin/146759b706520dcfa371e9374fe7b05e677eadfcbbcc1a9c8b4390f0e8a3dca2i0'];;
BOLT BRC;https://coinranking.com/coin/ipwAD05xe+boltbrc-bolt;['bitcoin/67252c9fd83bc9aa138eaab30806b3bf0ef90225176c9a83d7c8cc53e507fce8i0'];;
BL0C BRC;https://coinranking.com/coin/grPEPtonoa+bl0cbrc-bl0c;['bitcoin/7c46f25faf59f244e12742f5f057e6e8357e682febf71e982cebc664b20e22d0i0'];;@BL0C_BRC
YISU BRC;https://coinranking.com/coin/tIbQbwq3E7+yisubrc-yisu;['bitcoin/314fb2232c02f5c9f966288d1ccd25d6ee126c0aedd1878b9d57ece8188ea98ei0'];;@yisu_token
COIN BRC;https://coinranking.com/coin/C9DE9hzuo+coinbrc-coin;['bitcoin/e98d974e0c6ef7efdd32553c972a7314084db2c397a5ac68dabe24b73f424769i0'];;
WATX BRC;https://coinranking.com/coin/FlCvbA2qh+watxbrc-watx;['bitcoin/1ba8aa9bc7b8d70b6d89999e7bcc4bebda8595f1fb12492ade7e24b9329353d6i0'];;@watx_io
BMAP BRC;https://coinranking.com/coin/J7dri9pVX+bmapbrc-bmap;['bitcoin/446a6c9f55519601924c700933506df806a879cbe914275ea6d3f0d23f6ca63ei0'];;@bmap_bitmap
ARTS BRC;https://coinranking.com/coin/1NaFWto-w+artsbrc-arts;['bitcoin/53fc328b058228095aac10a1fa4e06b616bf43ee70c4589f93708f4c05c3998di0'];;
VOTE BRC;https://coinranking.com/coin/7IxRbRxfp+votebrc-vote;['bitcoin/f2e39cdc943330b8a2d9d0d9f424427d9656171bba8e2d90ceafa085aeff1bc7i0'];;
SWAP BRC;https://coinranking.com/coin/AFDp51OFP+swapbrc-swap;['bitcoin/809efed3bf1b2a22d8bbeb1894bc2c4be99908c7564d4b334d7e4ecdb8664c25i0'];;
B20S BRC;https://coinranking.com/coin/zsAQizE4N+b20sbrc-b20s;['bitcoin/88087f7b0df1a906de64367db25440ba436a7593b6a4389c21c70071ea043fb7i0'];;
BTCO BRC;https://coinranking.com/coin/BHhKRlJ7o+btcobrc-btco;['bitcoin/8662854822c546a65043ecc60226c9839aeb842fb6b4f472ee1ddd6a50f3321ai0'];;
CASH BRC;https://coinranking.com/coin/e0Izk2pjJ+cashbrc-cash;['bitcoin/35591fe79ad0b20004418e8c43e742bbc616407c03ca11082ce41804e56cc53fi0'];;
LUKE BRC;https://coinranking.com/coin/MNtaJcc1MA+lukebrc-luke;['bitcoin/92681b5079fcc8ee9e968d75807019a524df8266ccc256ed6e4442c5351abb2di0'];;@luke_brc20
PLSX BRC;https://coinranking.com/coin/c3rzGaVzU+plsxbrc-plsx;['bitcoin/000ec7cef2078982ec304b56b9ebf8e6004581000d252d9b4dcb6a5c58dc99a8i0'];;
